"NU_INSCRICAO","NU_NOTA_MT"
"dbeac2f05498472ec708163898309999efef03f2",417.153853333333
"31782322f561ad5f596f6ae148c8204fad23705f",NA
"bfd9561d59f723b856dbcc1ce674e11bba238a99",NA
"f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88",531.606713333333
"8b8e4fa6082f26f5676d2a45314fc89dcdad7076",468.349313333333
"825b9a5eb0d8725082051b41e082aed01dc9be7e",440.354013333333
"67d77c90ad21e26bfc94677547f6910b01dc1d32",459.54594
"5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b",NA
"74271d115ce6ed32aa2aa834385200a606c62bce",417.725766666666
"6efd349903f7b391b6f920cc76de7b507258a8c9",447.767273333334
"e85ffa10d21d03b9b4e925b5808dde341be4a62e",NA
"c0934de7b64b1ea909ce77c97580606e18936874",590.492573333333
"f81906feca10f1eeb5153e9f662a06040dc795c9",537.195926666667
"18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53",438.478213333333
"2ad02e38865830766bb87531dcb154852364eb39",520.429093333334
"e2a2e25e4621145f30dd816bb0524080d0d0fe6e",NA
"f986cc713f62755c8e4e47a388f9775fe2f46b40",454.344706666666
"143481c553f2f07d71a7b02d4364cf716eb213c3",516.839726666667
"7c2c0ca131808098924fa3305efe67029c95e527",495.05594
"862074b9b6dcb5e90476279725b9d0aa991f1e86",434.56112
"a5873b09206a34e65ff84c5d12d27998701220b4",NA
"cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba",435.17938
"cd532929efcd6be773ba62fc83c631a77eb24e94",668.16494
"64a70bc39c408304ecb8e572765315a3896ff833",451.787326666666
"5573caf7f47589820461e64565f85c11bf9f122b",472.86252
"3d53dc66f180761ba5e2d28a300c8ef057d9ea7c",559.670646666667
"e7f989fad23aa525007003e7d1382ae56c9947f5",462.877653333334
"44b8f6f734d554fec0da2e60da8d27868798c802",457.309593333333
"ae0ce3518210a23804d30a83c92f5c2da6fe1382",NA
"34d6082a74330b3f5bc565fc573674afaa03f661",772.858126666666
"d25c087f96c3997d6328b953d4a710d27ef5838a",473.292026666667
"0e916480daf872f3cfd63c9decda513616804b6a",NA
"0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c",NA
"1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba",467.416733333334
"e447d3f2d58677fd267d7a03f501ef642a1d4e06",444.065573333333
"fbe1950b1a096572f21ea11345473fefcba6c84c",479.425
"e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d",NA
"c2254381cb8e8019e54099ee35eeb5fe7216f9a0",485.068766666666
"e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3",NA
"48bb95f95bf1597bd67366fb50610ada3df98863",441.176366666667
"51ae593280f360e68b5400abcbb0d37f1ecade71",748.782313333333
"beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12",NA
"d306f972ccb66cdd4b336af47af14e1bf8240cec",NA
"8a1a696322f3f7e0861982fbca06cdbb039832d9",NA
"6058199e6bda1e0af51a1186b65ff76d4fe4035c",524.126
"9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3",431.722346666667
"31a4df5d818242efa0d50309c9bd5e503d3811fe",453.793453333334
"89c71043264315c4e0eea0f8775363a12dc82061",417.98842
"81d76646552b14b85adb5d258e5a135fd7ddb86a",460.502073333333
"33de6b4f2bd10a91eb624b8d76424b8264d29a8d",NA
"b63eff83ebc02e1bc7a73477edda3b76a05571b6",NA
"c4a3b96cff4393b06246604527f1a558ad8b66b3",535.74754
"dc284de80ad0db4a78bee253f995f0920e340cfa",NA
"45eab0d008b4971810ca4b2d7b735916d9991a9a",630.833653333334
"982fd0566d5924b506fe1477fda3513984c4c702",552.72798
"071406b9fa1692facfb35f7a9ce5106eae4ef6d1",489.82234
"4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042",439.846033333334
"dd6b231790b9a80f5d1d6ee8aa5796249f008d50",NA
"8cadd025151167286941b7d4f113e0335e046bbb",558.7434
"412696b14eed4da0a81260862fbe1855d8fc75a1",NA
"6629196865947bb489338e3fa1c9f0e56614ee72",486.265433333333
"b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44",422.65886
"bff7d200b32aa005540af908fb325a46ca9bb742",444.959153333333
"22a2734a900eec40dd32ef379894cfafe40c63c6",NA
"edfe4f7961749b29d0bcb06933f1a8710846e116",126.589066666667
"5d42040f9935aff1dabc32c4f5a578148138e1af",438.101926666666
"bd01964e27b0e530ca458b382b07493aeb48a2ef",447.41476
"6588cdc7aef843b1775104bc38017bb3f808c7bc",435.602266666667
"8f355ce069b6da0b9a1f6890136dc7d7e1b00c44",571.069673333334
"1d705b7b461dfd626645d5df319ab733c1c1ca73",479.127746666667
"106b58912414f794e754883865bf6e4cf68adfbc",472.863826666667
"308f5a51e95317261a7d66fa83feaf3504542cbe",235.870933333333
"973c923e39db780e329a64c6049dc85d9be17978",433.187506666667
"19dd82f8d74cf3f076d24e9985dae14d95a9318a",219.42768
"0f5367ce6b0a0245b9a7d75b6e2321a092f2596c",454.803806666667
"7f9879b40a268318e2a969e73156aa9df7a48c13",536.787953333333
"3060b85e8d3e20b11f4391e64c6f916cede388c5",NA
"866d7784ed1380003929da44f965aef9339702f9",557.793033333333
"1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c",437.834273333333
"032ef02de121b7ab5f2ee4ffab719f464050f862",NA
"68040110ffe6ecacbbff5e21086c8c416132a22c",NA
"f66562b958e6349449b87fea0a01fab214f6ec8b",409.1222
"beefc7a89a2d9882e5983d80e356f8b7c23994f7",480.906093333333
"82d7709a8445664e93038482fbfee478e8a40273",483.67674
"e3929d32c498f8e45ae326017cf7c60308880d94",585.075013333333
"9da35674034a0a1373298436fdfb2f1d840a6da2",441.57982
"6d980e58439452168c46e569c5671e7820d0800b",NA
"0c48aad5141a6d61b2669d5c06360ecb9e8cba72",435.3228
"2f8e05c2d702db25093589b14295ab88abf009e0",NA
"407861b22074fd4b864404e8ef0942947c9ec7d7",NA
"d426e04457c4fc8b4068a7da6805a7ab8e07224d",446.914266666667
"70aa6679bdb9627324f6626534a7709cdcbdb0f8",NA
"f5c04dc290d6706af8214800e25be19129dc9f7b",439.01738
"cd20ace0b8fb57cecb028764042f1c7851d39507",444.506706666667
"eb5f0ef501357740c2ac626bf1ce233475aa47af",517.999026666667
"0c64cd60003cdf47cf40d2f0ecd0a858eda864bf",NA
"383f9cdf1c3d46a2cd312345792cf74f15e4b746",521.140133333334
"c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8",NA
"fe23ba819708fa369addcf9e6dcc7657cab3a96a",468.13126
"ff9b660a4b5cec9244456ee346b17eaa0e891c5c",638.958959999999
"c4e415962974bee4963519523194e05c3638dd39",NA
"d50835b7ccba559c85daac789b52a4dd31e98eb9",130.782973333333
"b0e8139fa43e8c764878dcd69f3548d74353d838",448.908546666666
"e023d054a9a69d221946660afd3b8cabfcd05230",NA
"9284a89fdbdd88fe9877dad42e9984e7e2484e20",470.7139
"f4c4cee74ce9ede036564ef9b80aba39c768e126",429.06606
"b1b16d232ac65293996ef45fcac75a0fca3e7325",NA
"b8fb9eb73a9f599896d49678bdab39e07479b2ba",431.992266666667
"c04b0546f83b9eb90d11ca7597181b9ef956a80a",NA
"bee771ff249f080561ad1b67c3a0050a3ab89b32",469.761706666666
"b1cb99c8b63b442384c0af490ca27366e5a91489",NA
"809ec35d37a181001a42e6340709505e78a2c577",451.058566666667
"67da0b704f0c6cc6037509ab516aaaf58fd950b0",467.375353333333
"53a43fbdde0c7189e80b0eb49689cc0c076a78a4",466.502026666667
"4617bca8992d06315c5592eb69d2493ac7ddf543",NA
"60290f6053f0e9a625bc9d2f699ca507e8985292",440.709013333333
"1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7",449.46374
"89d16717c0a898a0955477e778e309036aa6e584",NA
"151d112bc6f05c1069b4b743f73f92a08826741e",NA
"a90416a3b247048aaff99c5f2f88a45e2dc20046",NA
"4dff8608a5941c894c2f71aae910da722b5b2b2d",416.74014
"67833093fd0fde740199378acf55c33de750736f",438.918546666666
"23c6b7ea47102c0ba28ac805a03304d515494ecd",504.08002
"685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8",NA
"1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17",432.241506666666
"68b155dada9a40aafaaa7714e063a432dd8275d6",419.794426666667
"bd21086734939a7c2bc239854d12d7b8b2009fd6",NA
"4b324a03dd0297c66f2f390ab58e6c3c3b6fae16",620.236673333333
"04df4468d9913083f7984969a8b2892f210b4193",436.81064
"cc2a0d12abf9b0917d668bec85e91fafddac7c45",499.5889
"3c5e07f1980f7cd16cd801e5f1b4f02825274201",NA
"e9b1849607e9d8ab47b7fc39be369805313dda59",426.307606666667
"f4908c99ff49fb68410ac0d479e7def865dbff16",NA
"4fd6d0176a158a7e6c0e74ab3b5559ffad569413",NA
"8919315667eed33ef7df11b0dcfc40d6d69163b8",NA
"0adec45c06749fe632ed2304c345b14418d15871",NA
"95a22a438d6ae5aae37830d6a7fc74e75fc981af",433.62932
"27584421ac81833fb4ccf564a6fcdd4ac2b698be",544.750353333333
"e720fd525ae844a709b93fdb28f7914c48d8160d",515.863106666666
"24fa503c4c1225e71a37fe92b354c626e099cbb6",628.9547
"6af857c10637e8e60ee8723080d306cf45181a2f",616.36018
"4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43",NA
"32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e",463.443946666666
"fe61cad7894d78b02178a3eb5ec99ffdb5351160",NA
"b47ef6a5c4acfbd675d3b3946bc23a9749703fdd",NA
"ddb9f7681e4b80dfff9ee296444d1294f55dd13c",443.481906666667
"3a9507cc35b592af5172dd8ebb28cc89827e3f68",423.09316
"132375a118767bda43cef7d17fb9ee7e3910fda6",137.5455
"551f1885fa0f60bb05f612a39cafe53130ac961e",429.676666666667
"399626499b7dfe518b8a4a57b801dae132f325db",NA
"cc3750ac71c85cc688659b3eb20dc112738eb623",704.226493333333
"04239f2bf72cdc7e72a1c7a90711df6fc5f26da5",421.3357
"9c87e30e40e82eba487a7fb0b594eb881db74389",414.351973333334
"dfa9e94c4a431aff8ee89b047cc66d0c7e44988b",NA
"eb13a10d11465081642b5ae93ad1867dcd2d3b1e",457.565853333333
"f3931aca05bc6c99fe0c03619fc54098c0c515ef",NA
"16f6526457cc7d849c2a9829efa0e021c78353f0",473.291206666667
"74b0cbfbe74747c9780b564db3e624d3c19878a2",442.887193333333
"fc67a6d22a9d1beadaf42cd714789d5749800b19",429.64274
"d0c7acbad13d292e637f23633da232e29186e20c",439.13414
"b921a4ac834cc1109c06e7c1de9439c0daf16e06",506.14394
"e31ee5529458da77ca3239ca06f64465e737e454",440.1552
"7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d",NA
"5c3b77931dd97f17e14c3bbf205173d36f09c6f0",467.4871
"07b1e3e8c1f33a4b6095ba6b1d17a147082a388f",544.10292
"b095a86f58a41adaf4197caac4b38de0a96a4058",191.591246666667
"05a25962f9f30d8544842ec3d79244e99d11017b",651.719353333333
"458f801c533d802e3655e9bbced52ee22826f197",508.629233333333
"03e6a7ed0af5b24ea57bb1bb6f37b17047637356",442.276453333333
"293ffd1359a352518d31928214161b644128851e",525.731106666667
"95068b8d72613d8b51b22243060dd50a498e4dbf",482.530446666667
"ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d",431.31004
"bf222e2161bef0e4bbbdd1e6afd8850d926aeea4",471.029633333333
"758e005c28f680380e79d7935f29ce42c3b49dfe",517.46054
"881348d182c96239cf7f78a13cefa5adb47fb752",NA
"e3fa80e14d38fffa4d278d65edd2c32b24019a9d",503.05596
"88bf2ee39f502979c06148c8ed9ad29b2df033a0",NA
"52a23c1eb5ea201859a91a6cb70114032878f7da",445.664526666667
"b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a",541.51116
"7361dcd9f215eaa06f5ebb15438e19a7113cee0a",NA
"6dccb96a95dd55aeed519fcfaf84d26493df68fe",NA
"ec12ea01cda3dcf0c6271ea7140c656f4774264b",449.384086666667
"14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588",515.51218
"c62671ce23840752f47d376866a2f2e0bb5a8248",NA
"131010225a14ea18fa1748a59efd6413fc0eb338",449.3134
"a2b095e8fed2a3edb2a751b5e1e71336757e278d",482.896426666666
"766e70bac5c7e88381749ba3f140e03132b0858e",425.337126666667
"92f75ecf86b6e027c977162cc4297db8d280b2be",460.323406666667
"a2b2a641336472d368c2c4b2253e9455fd58d688",NA
"a3af6be26868494212d438ddc80ba11e55d7261c",513.486786666667
"a9442d2d488ad2b163e4b3b0904c5199ce2e6547",NA
"822f4e8f415d032b8f75c14aabc5dda8f2c9b352",NA
"defb13732108dd8d257e70b84e439d9020576209",479.14302
"44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4",NA
"8120c2970d5087725caa5d3d87fcfb24155d181b",423.45362
"b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce",507.525146666667
"95ced045710caddbab17dd0552eed9f15d76b4b8",552.12064
"629fba23b8937cd3f4ae214255cc9b01b601dc9d",535.924553333334
"17cafdecd37633480065ba97838ed940156e0a07",470.712193333333
"6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280",NA
"39342260b5d0b77e66491fa443ba490d843c00f9",NA
"95dbcd144e591c2694acc9bc942726784469d0f8",NA
"5f553236d725160fdbff443604199b293f1f44ce",487.857453333334
"869b7dfefe247dfa859db744c33c2678411dd945",494.452286666667
"4f718d14fd2f4506b47f244ff6ba9989cf256207",NA
"c910640a6e6c25b259dfcc4990f2899245e988ca",437.634193333333
"c9210ff822feac437edffb18dda200a8f3ea1a59",461.403966666667
"e18348afecf00cc3d88f3ba48351ce1843f220a0",470.020493333333
"5954217e13179b6043acc782e102668a2612a8e4",483.552613333333
"503bbd27536b36d78fcc9d01270dc1561b6b3c5e",457.940393333334
"1988c28e027eaf2dadcb8d877e3b4aeae6f59a71",452.785906666667
"ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547",NA
"1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a",NA
"1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36",516.590106666667
"a7275f430267de859f35ff4b68e4a276e5be7279",455.957206666667
"5d8539ebe86a27c576d5f46bcba6ba71031a0143",NA
"b6a3a8134c6800d7c966237626e820f8e4a0ceb8",460.60128
"870a45c11058f7dfab6d067039447ce546c208b4",NA
"f9c8ad4b150124d24c41211c5292ccc2c16e68e7",467.233813333333
"812dad3abf68e537e7a5f58627c83daea4375233",433.852053333333
"03d57928e7232e9c4ec2bbcd08b78d6848d77ff2",NA
"8b9fea02641babf2396079c6edfed9abb45117bf",446.08812
"b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4",NA
"d8788a6c3e384b392b77f519451fed79c34453a2",663.912366666666
"1e6d53083bfb60a532c211edc06a3b3122eaa340",438.388106666667
"67c6e2c1d6737147e2585acdaad8d38d14c09c4f",NA
"1db27ec90efad017f1e8e8998389d75f98149663",440.941026666667
"ee22b8c134e9178600d57236685e0822b2034601",620.540306666666
"b03c5ebab160571176fd665bad3b559d23d28f4d",560.881646666667
"018c21da2ea1df6cc5d00ce480c48672c234ddb5",528.21988
"5a71e57629eb2d9b1281fa0acf78fc410f82233a",420.650106666667
"63add5acaf261ef36ff419c5cf3301d8b1a91b06",444.10476
"5b7f5fb34de0f846635830319871e2bdd06857b1",463.70426
"e074b29573906c0b39248900a4d73df3a44cb72f",447.610273333333
"b531258b394067bfd55762aecedc84154e145dbd",NA
"5a8b5ad4914609f0da01a68168f2dcaeb52a1d62",496.434973333333
"6581d33040854c49896098641bd48cca28d0bfb1",460.0482
"aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3",518.51414
"07333b87f6d8b5cf5c7022761b649115d184b038",NA
"9f92a391a271d11a1530427da3a2cfec21c57679",NA
"e5129f4e0fead85906b2b0ef48b253420c85060e",423.391513333333
"e6a92b275fb840ad324abb74e09a4d3517e7785a",NA
"64a758225c8fee36cfc6a33f8ce52435bee3f22b",539.215393333334
"7866c1a752ede108330f59479ba22bbe27e24959",471.3948
"e2d2423c2aa3c3191363bccba383a85740b6003a",487.981246666666
"e26a4055e714830a051bbd4118cb4e10cfe613f9",454.3489
"a2a35215a2bacc65b551efa3a17f34c5566ba27b",433.715533333333
"9e53b4840e7a00693adbb1eb46654e76c8309a61",477.010073333333
"ed93af2a0aa97c2b5e891d2ffec52090d447b8d4",NA
"4665254e0bacb0ecb8a006903b69fa80b51490d5",479.72752
"64a6357ce0328ec2be2d70104169f3b044bc3e98",NA
"166fb0fa70c428f172f3fcb85eddff4b3ca33545",515.92192
"b7e544c21d1ff99ef7b6d78a86b325c0645c9160",NA
"766c88ba88b04bd663ed05616d542db453b12cd5",NA
"16ba4511e82380eebd8917142d36a7f2ca28afd9",426.895606666667
"d03bea3b98a10800cf21885099655d78156b34c9",NA
"cf8eb8667a6230dc65850cccf3a1abf21ba8391a",NA
"b9ceb5058547f7ba48f2fc6323c2dad311e83349",NA
"1605b2665d898bf88f2d12046ffc219fc98011dd",NA
"3e934aed492c97df7bdd037b918beb8dcd3e0cb3",434.447573333333
"2b40888cb9a0fa0aca9642febd79836b4a71723b",NA
"3783d0f562e9914300b98214cbf59c47df628116",450.8105
"6259df3d2eb137841e632a56f2f7cca3e3ff4172",458.3256
"89b4c8805837e713f9a730c673c222d2fe78bd69",415.687373333333
"95c02dd69769edcba23a333a45ad4d70e6c0cfbd",594.431126666667
"4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e",404.270266666666
"c90b14063cc4b109019cacd40eba1359439a23a8",435.726646666667
"ae4b34c351e6200ec8d84d3b0681e0789dfa1acd",NA
"49412082f17170a1b1a7a0f4811fc3f84cab68d7",434.11974
"9f8d3b5c8003823b00814d8650478f4a4123310e",511.97158
"8e56d9484341a1aa78b2e5aa5fcd3983f3f2bcdd",NA
"973f904d79c6d3556de58dd6a26972c4d1f519ac",457.921146666667
"f16b98a557d8b1b061c74d2f7fdc51e9a42adc00",499.857
"236ccca2305d258085cfccd31359d025e8c2ef03",482.635186666667
"6e6e61a418676943dab9187c8c0a7c7608796ef3",167.634506666667
"00a65504314fd5a7c062943e9b5f2a282c43c96b",NA
"35c68cb7b68131dd4395dbaaceafc098adb26efe",503.673966666667
"72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c",453.339746666667
"39f3b003b013995457d88d0f976e589375ea381c",569.494406666667
"be2efc5d7aac68e406e259efd6a1383b0535d030",485.98302
"05654f1872402567f29cb0dbd2b6a67ca962ba20",445.333413333333
"01ef84ddbd815b848e2791e31d1e1fb530af0800",453.572993333333
"c617565d917710c71fc918bbd53a980d54c98b01",NA
"0347f75702f7a58defa7830fd2160be814ee63d7",443.072953333333
"e9f4a7e0f743c19594d064f493acc7da5705cb97",498.719106666667
"cbc361742d9f5471b72c408c86a163a3a0babdde",440.66682
"51a5c6236ca8dc5f31f3a163b32f27117200f21d",NA
"1d2002450bef0d038cfff583a8a45c1152adff4f",NA
"4028ff6efc6f00b3024a6e07394d97b5d05f52d4",419.62046
"b935e46f14ef9cabe4855d768f80a882afc5bbf3",497.24692
"dd89be9611dd1e70f883c325c3de4bfd4beddd54",577.21574
"7a6f4434324d90047db1434d2218b125200749d1",534.011226666667
"1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba",538.447993333333
"5943b6debfe5b94ae0e6819377ce039b35aa8f5b",618.429173333333
"b87878311a2b2974047b44213c352effc62b8ba2",NA
"53758d4e489f33ad1709258781c0db4fab9b5803",474.637033333334
"f9cd9be6a34c973e4e837fcfc8da5343b0e6d475",NA
"4d1782421e1635415765058a400cbf70e2efc504",487.35076
"8d827fe667c86686d1ad9f7ab6c62b30d3d916e1",456.919546666667
"79a6eeecf9786ed8a4c097c4eeb0ea5947796552",NA
"09985e3d85e82b3a084a6854d96f6eaaab8d8273",451.649346666667
"16d75e63608ef1837ee0170830e58cb7d368a3a0",NA
"52e6e0e10f90361c2ff44016e514330a60be586e",443.714513333334
"4b9588a9197d26bb43f6bd71dd1a34b598a2c94d",478.353666666667
"4496d0d42a729a789643e669e0f73b068777f1d7",486.1148
"0e62088a0bd61cefe0756a63c5af7132651e9eea",427.93836
"cd24a0c4131412a63327491a7f9a33d4d9c4bbb1",449.992706666667
"d6d378efae0f7fc2dcbf94d111a57f9a1706c52f",428.361846666666
"c16dc22c158d28ef77c69463309bd08d7c5b6736",469.61256
"62f07fb05c1335d56823a296968f0052ef393852",505.94298
"c921879f4f48c0cc5ba092b03e62973976c85a17",459.243606666667
"47dcb66bc3da745b5b5998bcf2a5a8e2b228d3d3",NA
"f9503cf91610c5dee9a59c9e20c3b147db7b8f31",558.54204
"fee103a972b59d0ccba0feb8675a40a245112360",420.07828
"49aafbfd3dc45435f5e1755a2e0723967d683a6c",608.447013333333
"cb4d8a04111bde60ff9e4f196f92717262918824",NA
"7c3a4910d03e83a50d81e96e6707d17f85205a9d",NA
"a12474a6e8f7fa3b7f6a57749d57abf3b0334c01",548.343173333333
"65b711ff6055c05fb83d01e46da49803d9dab58f",474.00424
"a6edeceb9d45fdd9f131984206250b116b0b94db",567.85402
"6cef00b0aa918bae22743dc4934c2d853e005135",NA
"a3f03a18f80a199f5f7c28e963c139b55d1fdfc9",452.531293333333
"0f73a216f0e2a2af8814d6faa530648df17cfe37",514.142026666667
"eca7b9fb647b11d556338ead147b829adeaee4b5",430.694226666667
"44881e8cfb00fdf360956e521c2250fba8d09d44",NA
"e5c708d08a060f7451495235140f8ed5fc6c65e2",NA
"9d86872c99e4afc37f1c6b01357a3128f947cd87",492.40096
"34e428fff9d5931c622b15ee18951f781dbc571b",442.33502
"6b10ac235069fa3fa257149b095e113710721781",428.8799
"6dd3df00297de5fc127deb03d1cb76ab9385d496",457.841586666667
"f578deabf3afe98992b136729474b1ed461bd6a3",560.183166666666
"e59a4f0a6af71a8e014026aa7c8dd9a473171aa7",701.497339999999
"7271ee9d0c25df94c37e8b50b63d8cc893127247",NA
"e1526ef25f838eeb588fa4f3df0cc514376901e0",447.825013333333
"f2b7d6d8635b65fb4730a3860998148f83cbf92a",447.88676
"05fb2b3c3cb1085375bf04a0c773f1de17a9a939",490.716126666667
"9943ea95b914e7b37549437fb292ce9608f10d41",476.45516
"7d93473c5e877b59586deaaf559da053dbc9a7bc",461.414833333333
"e65ba317385a51e76379f53a718b43678d468a17",483.31168
"cb8a7c0c876d287354b99b4480e0c5fe360583b7",432.706086666667
"259303751b8f314105e5889e30e02c3c1a887c5a",487.690946666667
"aa701809f8f15da8064b7426a090ac6911849179",NA
"62121076b2a2fc75f121ebb3d01af8a0f7b791be",422.345246666667
"c80f7b579f91b8d02382fe242062f2d75f271bb0",453.121953333333
"901027c8d499d895e0022de833e1a05800e0dff9",441.75586
"e63c018e3539baa1a5480a84bc7d83d5dd428c18",428.467293333333
"e528dded38c29bfa162f96d188ac46608a61695d",NA
"07c8954960c4774f911f34fc6ed6ecc80c418b3a",629.016813333333
"9e2062dc6d250c372a5bb85c607d0db2d0af88c6",NA
"addaffc4a499dbafbd55194706f75a50c1359f20",457.236826666667
"516d042816262622b22ebecf129efc7b4869b0b1",NA
"d8d0b37b552dbfb590ffe86600f0b8ea379039ba",462.373373333333
"6aba74ebcbbdb7b9f2a4483adeb769de06403004",445.04714
"d3380c010e39f08a398b07639fe9f091f9d6ebad",467.9144
"3245e67245c8ca0c162e45db30153c4a3870b113",518.719546666666
"a6974a55b57dc4b4470715e8730c7a97bd6a91e7",NA
"37b44770511dcfd53cb5b84729e675c0052bec0e",474.019666666666
"ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9",446.55552
"a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc",446.404966666667
"215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a",499.125813333334
"b64011aecd45ea9d1b33de793e4cda3fce49bd3f",420.5191
"526bee426ddf585c34ca727fe5fa3e4d51311317",NA
"27efa149460fd0952df3acd2b9b552baf5fc5dda",481.152026666667
"3f55d05a38abe559f4e9421ffe4af64cb0a31b3c",594.37874
"c5501d10debc09cd5ddbf04f39e1cb01334a14b1",441.407326666667
"3dfa7872aa3b128de6e8c5ff5d59b094bcf11834",475.203033333334
"0654c8263516d72be6891a0ecca904f41c4d10b1",503.615706666667
"69a4a6042373b49e3abeb16903d90be32f41ed26",475.302793333333
"616bbfe0981ef042ee18789c4f274cd4313e978f",NA
"13e63a71fb77662ab84453e0c0b0719e52042682",NA
"35e66128c079d902484cba327f1d99d9a50f8e70",431.681906666667
"24507171dec4cee2f64c8819f2f0c33882138078",574.095713333333
"2b4d8064f7e475bc6707f0eb0a5935d7b16e6a2e",NA
"425b9425691ab3a12a19eb8553e6a66340827e6f",672.04546
"331cfb9e53861cd1304a66385b1f91bd844f9ae7",460.758746666666
"7d20da9fad6951e92128cb96ed65c0274725564c",430.137686666666
"35736d0db390f11f2655ecbdf2f4e0f95913c013",451.94152
"b4e3a0b877e12f70ec2fd814a664e3830107615c",454.710693333333
"4ce2bbeeebe7044e1085e40b09f13f2586e6ab2f",NA
"2731e963b8636970cb7ab6505e6c434bd4577968",NA
"cf61d7396561b36044ea119b74c7ea1cc1083895",427.180093333333
"5a8c458e9e19e15a59f06d7a86abae6207652e1b",428.7269
"aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f",475.84054
"ab91fb38c1472e50f726f6564b128125105c423c",439.532093333333
"81460d227c47eafc9ef1542412d5975501b3bbbc",110.73028
"fe6f686f595cce82b0e423d735d93376e1078970",447.983666666667
"ca929d2fce6afa19a2a44d7324f59b5571504a56",430.9717
"355146e8b44a5170d6be887d4a885381389a88c2",492.229633333333
"b307abb62bc1660ab857080595abca38e67569a5",464.40598
"00b5f0e8ee64e0b62488691eef2331727aa5a2ce",414.2162
"daca5f01d4227d57dc02b533dac9aadee17d874a",434.264873333333
"418d7059d5266d440e6e6d952d1091955e8e096a",741.735926666667
"df9964be2c367b2bf7b25d49f5bf047f5a51e4d8",599.4341
"dd447295c26e3052ce702deef90b85b2c95cc24c",NA
"7cfc0106adedbc2997d97ba062c2d73a315735e9",598.582186666667
"0968f25447365f5338e2183ff45e60ac1cbc662b",479.056193333333
"352f7e965d3694a027f36157e9096a91636b8d77",NA
"d8acc0be832ecf8ef434e08cdc77b83811c0a290",NA
"40a8e7f491eef8f056f80ff22b4ec822ab44b257",487.72076
"6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402",444.54384
"de1775c30a3c0cb59489f59f4b79c11c5eff9e09",432.41338
"3b4b91a764a8cdb63b28c49be5596cce6c591ba8",439.9431
"45cc3fd14795aee372d6b11d3394e877c93c5b12",NA
"3f7db50e487aac041dc7a93dadc63c2b64f35f35",448.593786666667
"f6ac8e11a2f46730b6239c8fdac72c089b098a0c",446.77612
"ccfcddbccae2f62337b49b9e6657ad5b6e9a599b",NA
"564ef83dedb5fc55f4d18dadc833a59be5b66b93",414.008333333333
"96edeba17eae6d08ffa866c3b1f80cf66ae98063",NA
"6106c098236d2c2ee810d14be2e63e768e4c88a0",NA
"6eb99d9fcf3725c82dd85000687fea5c87ba5603",522.68628
"40b19d0d687b11c151e2e52a1c45cdc228367248",452.066606666667
"306994c5a4709fc9524805e27a94b0af37b710d6",426.056033333333
"05f29cbe52e4638f8522b4cf7156451be52f820f",507.09524
"fd07d9a0ce6516e599c6aa77812d11b2e9a74d88",504.047106666667
"70a2ee9298bd2f3c3285b6cc90acdec0a552af62",479.71402
"bc0b0b44722657fbad3a483b828ba04879250aa9",182.860633333333
"9218614600ba09670b1139f9d32ce74ed37039cc",NA
"8a2887db89c942c5db855014d17f83d72a42d1da",453.394226666667
